"ManufacturerName","Assignment"
"YOUNGBO ENGINEERING CO.,LTD","000DE6"
"Samsung Thales","000DE5"
"ICPDAS Co.,LTD","000DE0"
"SAMWOO Telecommunication Co.,Ltd.","000DD3"
"Symantec Corporation","000DD4 00A065 B4A984"
"Anton Paar GmbH","000DD9"
"GROUPE TXCOM","000DCD"
"Scalent Systems, Inc.","000EAA"
"Topfield Co., Ltd","000E9E"
"CNCR-IT CO.,LTD,HangZhou P.R.CHINA","000EA3"
"Certance Inc.","000EA4"
"Open Telecom","000E92"
"Ultracker Technology CO., Inc","000E97"
"Navico Auckland Ltd","000E91"
"Astarte Technology Co, Ltd.","000E8B"
"Redwood Technologies LTD","000D6A"
"boca systems","000D71"
"NEC Personal Products","000D5E"
"DENT Instruments, Inc.","000D63"
"COMAG Handels AG","000D64"
"Fujitsu I-Network Systems Limited.","000D57"
"Comart system","000D52"
"DIVR Systems, Inc.","000D51"
"Collex","000D47"
"SafeWeb Inc","000DC1"
"DigiRose Technology Co., Ltd.","000DC6"
"Oc? Document Technologies GmbH","000DBA"
"NETASQ","000DB4"
"SDO Communication Corperation","000DB3"
"SAMSUNG HEAVY INDUSTRIES CO., LTD.","000DAE"
"Universal Switching Corporation","000DA6"
"Amtelco","000E78"
"in2 Networks","000E70"
"Janitza electronics GmbH","000E6B"
"Elphel, Inc","000E64"
"Triple Play Technologies A/S","000E5D"
"Raisecom Technology","000E5E"
"Lumenera Corporation","000BE2"
"COMFLUX TECHNOLOGY INC.","000BE7"
"Paxton Access Ltd","000BD6"
"Remopro Technology Inc.","000BD2"
"ISAC, Inc.","000BC6"
"Fagor Automation , S. Coop","000BCB"
"Harmonic, Inc","000BBA 000A6E 00D028 0020A3"
"RiT technologies Ltd.","000BB3"
"TelcoBridges Inc.","000C38"
"Cogent Defence & Security Networks,","000C3F"
"Weintek Labs. Inc.","000C26"
"Openet information technology(shenzhen) Co., Ltd.","000C2E"
"Allied Telesis Labs, Inc. ","000C25"
"Glimmerglass Networks","000C1F"
"ANATOR","000C24"
"ORACOM Co, Ltd.","000C1B"
"Telio Communications GmbH","000C19"
"DaTARIUS Technologies GmbH","000C7A"
"OYO ELECTRIC CO.,LTD","000C67"
"UDTech Japan Corporation","000C4F"
"Pedestal Networks, Inc","000C54"
"HANWANG TECHNOLOGY CO.,LTD","000C5B"
"ACM Systems","000C60"
"ABB AB, Cewe-Control ","000C62"
"QoStek Corporation","000C48"
"Curtiss-Wright Controls Avionics & Electronics","000C4D"
"Diagnostic Instruments, Inc.","000C14"
"Iftest AG","000C07"
"Nixvue Systems  Pte Ltd","000C06"
"HUMEX Technologies Corp.","000C08"
"Communications & Power Industries / Satcom Division","000C0D"
"Shanghai Sibo Telecom Technology Co.,Ltd","000BF5"
"EXEMYS SRL","000BFA"
"Abatron AG","000C01"
"inc.jet, Incorporated","000BEE"
"Meru Networks Inc","000CE6"
"CNMP Networks, Inc.","000CEB"
"Rolls-Royce","000CE2"
"Spectracom Corp.","000CEC"
"Nallatech Ltd","000CD7"
"ABB STOTZ-KONTAKT GmbH","000CDE"
"Schaffner EMV AG","000CD2"
"M. K. Juchheim GmbH & Co","000CD8"
"Ka-Ro electronics GmbH","000CC6"
"Design Combus Ltd","000CCB"
"Nextlink Co., Ltd.","000CC5"
"ROUND Co.,Ltd.","000CB3"
"MEDION AG","000CB8"
"Holy Stone Ent. Co., Ltd.","000CBF"
"WebWayOne Ltd","000A07"
"SIGMACOM Co., LTD.","000CA1"
"Mintera Corporation","000CA6"
"Garuda Networks Corporation","000CA8"
"BTU International","000CAD"
"PrimeNet","000C95"
"Hitech Electronics Corp.","000C9A"
"Mentor Engineering Inc","000C8E"
"Xeline Co., Ltd.","000C93"
"synertronixx GmbH","000C7F"
"NETWORK TECHNOLOGIES INC","000C82"
"AMD","000C87"
"TELSON ELECTRONICS CO., LTD","000C73"
"HIGH-TEK HARNESS ENT. CO., LTD.","000D1D"
"Control Techniques","000D1E"
"MDI Security Systems","000D0C"
"DENTSPLY - Gendex","000D11"
"cybernet manufacturing inc.","000D05"
"Xylem Water Solutions","000CF9"
"Grand Electronic Co., Ltd","000CFE"
"GAMESA E?lica","000CF2"
"DRS Tactical Systems Inc.","000D43"
"WIPLUG","000D37"
"APLUX Communications Ltd.","000D3E"
"Hammerhead Systems, Inc.","000D3D"
"IceFyre Semiconductor","000D30"
"Racal Instruments","000D2B"
"SENTEC E&E CO., LTD.","000D24"
"Mega-Trend Electronics CO., LTD.","000D18"
"Shiron Satellite Communications Ltd. (1996)","000BA4"
"CloudShield Technologies, Inc.","000BA9"
"Siemens AG, I&S","000BA3"
"Aglaia Gesellschaft f?r Bildverarbeitung und Kommunikation mbH","000B91"
"Innotrac Diagnostics Oy","000B96"
"TwinMOS Technologies Inc.","000B9D"
"MITEQ Inc.","000B8A"
"SAGINOMIYA Seisakusho Inc.","000B7E"
"DATAWATT B.V.","000B83"
"Stargames Corporation","000AAD"
"Fresnel Wireless Systems","000AB2"
"ETIC Telecommunications","000AB4"
"Astera Technologies Corp.","000AB9"
"V V S Limited","000AA1"
"Hochiki Corporation","000AA6"
"Invacom Ltd","000A8E"
"Pannaway Technologies, Inc.","000A9F"
"Calamp Wireless Networks Inc","000A99"
"W2 Networks, Inc.","000A93"
"Teradon Industries, Inc","000A7F"
"Lenze","000A86"
"Platypus Technology","000B15"
"11wave Technonlogy Co.,Ltd","000B10"
"Ifoundry Systems Singapore","000B09"
"Volktek Corporation","000B04"
"Kentec Electronics","000AFD"
"Dallmeier electronic","000B02"
"Clarity Design, Inc.","000AF1"
"Emerson Climate Technologies Retail Solutions, Inc.","000AF6"
"Invivo Research Inc.","000A0E"
"Honeywell Video Systems","000A13"
"Ubinetics Limited","0009FD"
"Alcon Laboratories, Inc.","0009F4"
"ADC Techonology","0009E7"
"MEIKYO ELECTRIC CO.,LTD","0009EE"
"WELL Communication Corp.","0009F3"
"Sinbon Electronics Co., Ltd.","0009E2"
"eSpace","0009DB"
"Load Technology, Inc.","000B70"
"Lawo AG","000B72"
"Cogent Systems, Inc.","000B77"
"Litchfield Communications Inc.","000B71"
"Kieback & Peter GmbH & Co KG","000B64"
"Rincon Research Corporation","000B5B"
"Cybernetics","000B56"
"VertexRSI, General Dynamics SatCOM Technologies, Inc.","000B4E"
"INITIUM Co., Ltd.","000B53"
"Xilinx","000A35"
"J-THREE INTERNATIONAL Holding Co., Ltd.","000A3A"
"Enerpoint Ltd.","000A3C"
"Albatron Technology","000A48"
"MAPLE NETWORKS CO., LTD","000A2E"
"CEIA S.p.A.","000A26"
"Motorola","000A28 00E00C"
"Integra Telecom Co. Ltd","000A21"
"Imerge Ltd","000A1A"
"Silicon Data, Inc","000A15"
"commax Co., Ltd.","000B42"
"Advanced Energy","000B47"
"Productivity Systems, Inc.","000B36"
"Quatech Inc.","000B28"
"bplan GmbH","000B2F"
"SIBCO bv","000B1C"
"G-Star Communications Inc.","000B21"
"Siemens Subscriber Networks","000B23"
"Kyoritsu Electric Co., Ltd.","000A7A"
"Scientific Atlanta","000A73 00407B 0014F8 0011E6"
"Autostar Technology Pte Ltd","000A60"
"OngCorp","000A67"
"Walchem Corporation","000A6C"
"Power-One as","000A5B"
"HW server","000A59"
"Laguna Hills, Inc.","000A54"
"Noritz Corporation","000A4D"
"Gennum Corporation","000ADF"
"IPCserv Technology Corp.","000AD8"
"Winnow Networks, Inc.","000ACC"
"MWS","000AD1"
"INITECH Co., Ltd","000AD3"
"Fuyoh Video Industry CO., LTD.","000AC0"
"Color Kinetics","000AC5"
"Loewe Opta GmbH","000982"
"Datasoft ISDN Systems GmbH","000976"
"Meret Optical Communications","000969"
"Dominion Lasercom Inc.","000963"
"Cloverleaf Communications Inc.","00096A"
"Beijing Zhongqing Elegant Tech. Corp.,Limited","00096F"
"Dialogue Technology Corp.","00095D"
"Telebyte, Inc.","00095F"
"INTELNET S.A.","000958"
"Communication Weaver Co.,Ltd.","00094C"
"Apogee Imaging Systems","000951"
"FillFactory NV","00094B"
"OKANO ELECTRIC CO.,LTD","0009AE"
"HYUNDAI SYSCOMM, INC.","0009AD"
"KISAN TELECOM CO., LTD.","0009B4"
"Eastmode Pte Ltd","0009A8"
"Western Telematic Inc.","00099B"
"Naval Research Laboratory","00099C"
"Telewise Communications, Inc.","0009A1"
"Castle Technology Ltd","000995"
"VividLogic Inc.","000989"
"ipcas GmbH","00098E"
"SINAGAWA TSUSHIN KEISOU SERVICE","0009C8"
"iAd GmbH","0009CF"
"Transtech Networks","0009D4"
"MathStar, Inc.","0009BB"
"6WIND","0009C0"
"Access Devices Limited","000807"
"HighSpeed Surfing Inc.","000801"
"PPT Vision, Inc.","000808"
"Galtronics","0007F7"
"Rigaku Corporation","0007FE"
"ITDevices, Inc.","0007F8"
"TeraBurst Networks Inc.","0007F1"
"Coup Corporation","0007E5"
"Vbrick Systems Inc.","0007DF"
"eCopilt AB","0007DE"
"Anoto AB","0007CF"
"Logopak Systeme GmbH & Co. KG","0007D2"
"KARAM","0008AA"
"Gigabit Optics Corporation","000898"
"UHD-Elektronik","00089D"
"AVILINKS SA","000890"
"Index Braille AB","000884"
"Liebert-Hiross Spa","000877"
"ACCEL TECHNOLOGIES INC.","08006B"
"NORTHDATA Co., Ltd.","000871"
"SDSystem","000876"
"Littlefeet","0008E6"
"Mitadenshi Co.,LTD","0008D9"
"IneoQuest Technologies, Inc","0008D4"
"With-Net Inc","0008CD"
"Hercules Technologies S.A.S.","0008D3"
"Contex A/S","0008C3"
"TEPG-US","0008BD"
"Ilevo AB","0008BC"
"HIT Incorporated","0008B7"
"BKtel communications GmbH","0008B0"
"Securiton Gmbh","00086A"
"Fasy S.p.A.","000864"
"PCO AG","00085E"
"Canadian Bank Note Company, Ltd.","000851"
"Davolink Co. Inc.","000852"
"Polaris Networks, Inc.","000857"
"Windigo Systems","00081B"
"InPro Comm","000822"
"Multitone Electronics PLC","00082E"
"@pos.com","00081C"
"Koei Engineering Ltd.","000828"
"Bluelon ApS","000816"
"CATS Co., Ltd.","000815"
"Macat Optics & Electronics Co., Ltd.","00091A"
"MDS Gateways","000919"
"SystemK Corporation","000913"
"Mayekawa Mfg. Co. Ltd.","00090C"
"Chrysalis Development","000907"
"TMT","000900"
"UTC CCS","0008F8 00B019"
"WANY","0008F3"
"Optical Zonu Corporation","0008EC"
"ATO Technology Ltd.","0008E0"
"IDK Corporation","0008E5"
"Palmmicro Communications Inc","000945"
"C&I Technologies","00093E"
"Omnilux","000932"
"ShibaSoku Co.,Ltd.","000939"
"YODA COMMUNICATIONS, INC.","000926"
"iQstor Networks, Inc.","00092B"
"Hitpoint Inc.","00092C"
"A&D Co., Ltd.","00091F"
"m-u-t AG","000751"
"TURCK, Inc.","000746"
"Carl Valentin GmbH","00074A"
"Inventel Systemes","00073A"
"ONStor, Inc.","000734"
"Scotty Group Austria Gmbh","000739"
"CNSystems","00072D"
"Zi Corporation (HK) Ltd.","000727"
"Wieland Electric GmbH","000717"
"Tri-M Engineering / Nupak Dev. Corp.","00071E"
"ELCON Systemtechnik GmbH","000723"
"Satelsa Sistemas Y Aplicaciones De Telecomunicaciones, S.A.","00071D"
"Mesco Engineering GmbH","000632"
"The Linksys Group, Inc.","000625 00045A"
"Bivio Networks","00062C"
"Gentner Communications Corp.","000624"
"Notebook Development Lab.  Lenovo Japan Ltd.","00061B"
"Chung Fu Chen Yeh Enterprise Corp.","000622"
"Hoshino Metal Industries, Ltd.","00061C"
"Hinox, Co., Ltd.","000621"
"Artesyn Embedded Technologies","00060B 00C0F9 EC9ECD D8973B 0008F9 0001AF 00E035 008042"
"Zeus Wireless, Inc.","000611"
"Kimoto Electric Co., Ltd.","000615"
"Inncom International, Inc.","000605"
"LightSand Communications, Inc.","0005E3"
"ADOIR Digital Technology","0005EF"
"Young Chang Co. Ltd.","0005F6"
"Unicess Network, Inc.","0005E9"
"SATEC","0005F0"
"Schenck Pegasus Corp.","0005FC"
"Empirix Corp.","0005E0"
"L-3 Linkabit","0005D6 000B7A"
"Telect, Inc.","0005C4"
"Solinet Systems","0005D0"
"Hitron Technology, Inc.","0005CA"
"ROAX BV","0005BD"
"Kongsberg Seatex AS","0005BE"
"Pacific Instruments, Inc.","0005C3"
"Daniel Computing Systems, Inc.","00059D"
"LSI Systems, Inc.","000796"
"Tri-M Technologies (s) Limited","000790"
"DONGWON SYSTEMS","000789"
"SynCom Network, Inc.","000783"
"Mentor Data System Inc.","00078A"
"Infoware System Co., Ltd.","00077A"
"Flexlight Networks","00076D"
"Italiana Macchi SpA","000769"
"Ascom Powerline Communications Ltd.","000773"
"Celleritas Inc.","00075D"
"Sunniwell Cyber Tech. Co., Ltd.","000763"
"Juyoung Telecom","000756"
"Technol Seven Co., Ltd.","0007C9"
"Schlumberger","00047B"
"Thomson","0007C3"
"Radionet Ltd.","0007BD"
"Office Details, Inc.","0007B0"
"Samurai Ind. Prods Eletronicos Ltda","0007B7"
"Telecom Technology Ltd.","0007B6"
"Ositis Software, Inc.","0007A3"
"Novasonics","0007A9"
"Eolring","0007AC"
"Golden Electronics Technology Co., Ltd.","00079C"
"W-Link Systems, Inc.","0006AB"
"PINON Corp.","0006A5"
"Celsian Technologies, Inc.","0006A1"
"Mobillian Corporation","000694"
"AVT Audio Video Technologies GmbH","00069B"
"HID Corporation","00068E"
"Telways Communication Co., Ltd.","000688"
"Convedia","000682"
"Goepel Electronic GmbH","000681"
"Yipee, Inc.","000655"
"VALCOM, INC.","00D05F"
"Spectrum Control, Inc.","000674"
"NIA Home Technologies Corp.","000661"
"Vicon Industries Inc.","000668"
"Tripp Lite","000667"
"Delta Electronics, Inc.","00066E 001823"
"Broad Net Technology Inc.","00064E"
"PRO-NETS Technology Corporation","00064F"
"Genetel Systems Inc.","000642"
"Opthos Inc.","00063E"
"Seedsware, Inc.","000648"
"Sungjin C&C Co., Ltd.","000638"
"Novabase SGPS, SA","00070B"
"Adax, Inc.","000710"
"Zettamedia Korea","000700"
"Mitsui Zosen Systems Research Inc.","0006F9"
"CSEE Transport","000703"
"Sanritz Corporation","000706"
"Optical Network Testing, Inc.","0006E8"
"Shenyang Neu-era Information & Technology Stock Co., Ltd","0006EE"
"Ceemax Technology Co., Ltd.","0006E2"
"Maple Optical Systems","0006D8"
"Interactive Objects, Inc.","0006D4"
"DATENO","0006CE"
"TELEM GmbH","0006B7"
"Baumer Optronic GmbH","0006BE"
"Bandspeed Pty Ltd","0006B8"
"BNTECHNOLOGY Co., Ltd.","0006BD"
"Smartmatic Corporation","0006C2"
"RFNET Technologies Pte Ltd (S)","0006C7"
"Sonicwall","0006B1 18B169 C0EAE4 0017C5"
"3 Com Corporation","000475 000476"
"Digitel S/A Industria Eletronica","00046F"
"Vivity, Inc.","000468"
"Mobiwave Pte Ltd","00045C"
"Bosch Security Systems","000463"
"DAKOS Data & Communication Co., Ltd.","000462"
"ANTARA.net","000455"
"Cambium Networks Limited","000456"
"DMD Computers SRL","000450"
"CYZENTECH Co., Ltd.","000446"
"NVIDIA","00044B"
"Topspin Communications, Inc.","0005AD"
"ASB Technology BV","0005B1"
"Arbor Technology Corp.","0005B7"
"QEI, Inc.","0005A3"
"Eagle Traffic Control Systems","000597"
"Active Silicon Ltd","000591"
"Netcom Co., Ltd.","00058A"
"Swissvoice Ltd.","000590"
"Eckelmann Steuerungstechnik GmbH","00057E"
"AbsoluteValue Systems, Inc.","000584"
"Cinta Networks","00052E"
"Willowglen Services Pte Ltd","00053A"
"New Focus, Inc.","000528"
"SJ Tek Co. Ltd","000527"
"Control Microsystems","000521 000374"
"Nuark Co., Ltd.","000515"
"Magic Control Technology Corporation","00051B"
"Complementary Technologies Ltd","000511"
"SICOM Systems, Inc.","00050B"
"Systems Integration Solutions, Inc.","000505"
"Naray Information & Communication Enterprise","000504"
"Commtech, Inc.","0004FB"
"Etymonic Design, Inc.","000567"
"National Enhance Technology, Inc.","00056E"
"Pacific Corporation","00056D"
"nac Image Technology, Inc.","000561"
"Charles Industries, Ltd.","00055B 000302"
"Rangestar Wireless","000554"
"Japan Cash Machine Co., Ltd.","000555"
"Starent Networks","000547"
"Philips","00054E E8C1D7"
"FAST Corporation","000540"
"Advanced Systems Co., Ltd.","000541"
"Northstar Engineering Ltd.","000534"
"Infinite Electronics Inc.","0004F4"
"Lincoln Electric Company","0004EE"
"IER, Inc.","0004E8"
"COMPUTER GENERATION INC.","008086"
"Daeryung Ind., Inc.","0004E4"
"Omitec Instrumentation Ltd.","0004D7"
"IPWireless, Inc.","0004D8"
"Adcon Telemetry GmbH","0004D2"
"Drew Technologies, Inc.","0004D1"
"Tdsoft Communication, Ltd.","0004CB"
"ASE Technologies, USA","0004C5"
"ESTeem Wireless Modems, Inc","00043F"
"Rosco Entertainment Technology, Inc.","000439"
"Cyberboard A/S","000433"
"Minet, Inc.","00042C"
"Autosys","000426"
"Slim Devices, Inc.","000420"
"SNOM Technology AG","000413"
"Teltronic S.A.U.","000418"
"WaveSmith Networks, Inc.","000412"
"Kanno Works, Ltd.","00040C"
"NXTV, Inc.","000370"
"ACN Technologies","000405"
"Fa. Metabox AG","000406"
"ENEGATE Co.,Ltd.","0003FB"
"Intertex Data AB","0003FC"
"Oneline AG","0003EF"
"Allegro Networks, Inc.","0003F6"
"Mega System Technologies, Inc.","0003EA"
"Akara Canada, Inc.","0003E9"
"iMPath Networks, Inc.","0003D8"
"Advanced Communications Co., Ltd.","0003D5"
"Momentum Computer, Inc.","0003CC"
"Takaya Corporation","0003D1"
"Mobotix AG","0003C5"
"Netility","0003BE"
"Hualong Telecom Co., Ltd.","0003B9"
"ZACCESS Systems","0003B7"
"IA Link Systems Co., Ltd.","0003B3"
"Unixtar Technology, Inc.","0003A7"
"Allied Advanced Manufacturing Pte, Ltd.","0003AE"
"WISI","000398"
"NetChip Technology, Inc.","00039B"
"Connect One","000394"
"PCS Revenue Control Systems, Inc.","00038D"
"Actelis Networks, Inc.","000385"
"Fastfame Technology Co., Ltd.","000388"
"Kumahira Co., Ltd.","0004B8"
"ESSEGI SRL","0004B2"
"Sullair Corporation","0004AE"
"Comverse Network Systems, Inc.","0004AB"
"Freescale Semiconductor","00049F"
"NetEnabled, Inc.","0004A4"
"Wirelink Co., Ltd.","00049E"
"Mahi Networks","000498"
"Technovision, Inc.","000491"
"Nayna Networks, Inc.","00048C"
"Hive Internet, Ltd.","000492"
"PicoLight","000485"
"Secure Works, Inc.","000307"
"Barracuda Networks, Inc.","000300"
"SEAKR Engineering, Inc.","0002F8"
"Cognex Corporation","00D024"
"PCTEL, Inc.","0002F4"
"Baumuller Aulugen-Systemtechnik GmbH","0002FB"
"CS Systemes De Securite - C3S","0002E9"
"Bromax Communications, Ltd.","0002DD"
"NDC Infared Engineering","0002E2"
"ExiO Communications, Inc.","0002DA"
"NICE Systems","0002D6"
"EndPoints, Inc.","0002CA"
"ZyGate Communications, Inc.","0002CF"
"ARtem","0001CD"
"inXtron, Inc. ","0001D2"
"ARK Research Corp.","0001C2"
"Gigalink Co., Ltd.","0001BE"
"Brains Corporation","0001BC"
"Sitara Networks, Inc.","0001AC"
"BMW AG","0001A9"
"Fulltek Technology Co., Ltd.","0001B0"
"WIRELESS TECHNOLOGY, INC.","000179 CCFCB1"
"Hitachi Aloka Medical, Ltd.","000185"
"Mega Vision","00018C"
"Texas Digital Systems","000192"
"ESS Technology, Inc.","00019E"
"Catena Networks","00025A"
"Zhone Technologies","000271 000147"
"Philips CFT","00026C"
"Cocess Telecom Co., Ltd.","00026A"
"Thermalogic Corporation","000266"
"Alpha Processor, Inc.","000256"
"Soma Networks, Inc.","000251"
"Mannesman Dematic Colby Pty. Ltd.","00024D"
"Lampus Co, Ltd.","000245"
"Selta Telematica S.p.a","00023E"
"Cosmo Research Corp.","000237"
"Imperial Technology, Inc.","000234"
"Necsom, Ltd.","000228"
"C-COR","000224"
"Micronpc.com","00020D"
"CANON FINETECH INC.","000220"
"HUMAX Co., Ltd.","000378 2832C5 942CB3 A0722C DCD321 CC4EEC 90F305 3438B7 08EB74 6CB56B 940937 403DEC 4CD08A 2C088C"
"Aselsan A.S","000373"
"Embedone Co., Ltd.","000368"
"ASM Pacific Technology","000366"
"Kira Information & Communications, Ltd.","000365"
"PAC Interactive Technology, Inc.","000360"
"Bosung Hi-Net Co., Ltd.","00035D"
"Beijing Broad Telecom Ltd., China","00031A"
"DigitalSis","000359"
"Fiber Logic Communications","000354"
"Colubris Networks","000352"
"Pos Data Company, Ltd.","00034E"
"Arelnet Ltd.","0002C3"
"Totsu Engineering, Inc.","0002BE"
"Cablevision","0002B2"
"Avnet, Inc.","0002B5"
"Scannex Electronics Ltd.","0002AE"
"Vivace Networks","0002A7"
"Hilscher GmbH","0002A2"
"C-COR.net","000297"
"Rapid 5 Networks, Inc.","00028E"
"Solid Data Systems","000293"
"HOROSCAS","0001FA"
"AREVA T&D","000284"
"BigBand Networks, Ltd.","00033F"
"Zetes Technologies","000336"
"TAMI Tech Co., Ltd.","00033B"
"Mace Group, Inc.","000328"
"Global Sun Technology, Inc.","00032F"
"Xpeed, Inc.","000320 00507A"
"Cornet Technology, Inc.","000323 00101B"
"L-3 Communication Aviation Recorders","00029F"
"Condev Ltd.","00031F"
"Merlin Systems, Inc.","000317"
"Core Communications Co., Ltd.","00030E"
"Access Media SPA","000313"
"Nextcomm, Inc.","0001A5"
"Mag-Tek, Inc.","0001A1"
"Sena Technologies, Inc.","000195"
"ThermoQuest","00017D"
"Refraction Technology, Inc.","000189"
"Brix Networks","00308B"
"Digital Video Broadcasting","00015A"
"TC GROUP A/S","000166"
"DIGITAL DESIGN GmbH","00015F"
"DTVRO","000214"
"Fenecom","000210"
"Unify Networks, Inc.","000208"
"IFM Electronic gmbh","000201"
"ERIM S.A.","0001F5"
"Digital Voice Systems, Inc.","0001FD"
"Supernet, Inc.","0001E5"
"Force10 Networks, Inc.","0001E8"
"Sigma, Inc.","0001D9"
"Fast Systems, Inc.","0001E0"
"HAEDONG INFO & COMM CO., LTD","0001D5"
"EZ Digital Co., Ltd.","000118"
"Acer Incorporated","000124"
"KANDA TSUSHIN KOGYO CO., LTD.","000114"
"iDigm Inc.","000111"
"Beckhoff Automation GmbH","000105"
"3COM","00029C"
"Grass Valley, A Belden Brand","00B009 00501E 00D08E"
"Point Grey Research Inc.","00B09D 2CDDA3"
"Alaris, Inc.","00B094"
"Marconi Communications Inc.","00B048"
"Tellabs Operations, Inc.","00B0C7 00A0FF"
"Powerfile, Inc.","003060"
"ALTVATER AIRDATA SYSTEMS","00301C"
"CP CLARE CORP.","003015"
"Draeger Medical Systems, Inc.","0030E6"
"TAIWAN FIRST LINE ELEC. CORP.","003091"
"SHANGHAI COMMUNICATION","0030AD"
"Toko Inc.","00305B"
"OPTICAL NETWORKS, INC.","00301F"
"DATACORE SOFTWARE CORP.","0030D9"
"API MOTION","003058"
"CONTROL SOLUTIONS, INC.","0030C6"
"RMP ELEKTRONIKSYSTEME GMBH","003036"
"NICOTRA SISTEMI S.P.A","00308A"
"SYLANTRO SYSTEMS CORPORATION","00302C"
"SUPERPOWER COMPUTER","003006"
"CQOS, INC.","003079"
"KONTRON COMPACT COMPUTERS AG","003059"
"ECTEL","0030B9"
"MAATEL","00303A"
"ADLINK TECHNOLOGY, INC.","003064"
"AB Regin","003097"
"TURBONET COMMUNICATIONS, INC.","0030EB"
"GAD LINE, LTD.","0030C8"
"LuxN, N","0030C9"
"Rantic Labs, Inc.","00B01E"
"Lightner Engineering","0030A2"
"WAGO Kontakttechnik GmbH","0030DE"
"WORKBIT CORPORATION.","00309E"
"QTelNet, Inc.","003057"
"SMAR Laboratories Corp.","00305C"
"TAIHAN ELECTRIC WIRE CO., LTD.","003082"
"Times N System, Inc.","0030AE"
"MMC Technology, Inc.","00300D"
"ADTECH","003075"
"CNF MOBILE SOLUTIONS, INC.","0030E7"
"ELASTIC NETWORKS","003052"
"HMS Industrial Networks   ","003011"
"Fraunhofer IPMS","00304A"
"DIVIO, INC.","003014"
"OPICOM","003029"
"BELKIN COMPONENTS","0030BD"
"AC&T SYSTEM CO., LTD.","0030BA"
"SKYSTREAM, INC.","00301D"
"BRYANT TECHNOLOGY, LTD.","003049"
"SAEJIN T & M CO., LTD.","003041"
"Quantum Corporation","00308C 00E09E"
"BITRONICS, INC.","00D04F"
"IGT","00D0EF"
"INCREDIBLE TECHNOLOGIES, INC.","00D022"
"Prevas A/S","00D0C8"
"ASCEND COMMUNICATIONS, INC.","00D052 00C07B"
